Date,trapVisitID,subSiteName,visitType,trapFunctioning,fishProcessed,sampleStart,sampleEnd,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,coneDebrisIntake1,coneDebrisIntake2,debrisVolume,debrisType,includeCatch,includeCatchComments,TrapVisit.comments
2022-02-06,9676,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-05 11:31,2022-02-06 14:15,2939,0,3.1,2,3,65,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis. ",11:49 AM - Trap started spinning
2022-02-07,9677,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-06 14:15,2022-02-07 11:20,2219,0,3.1,1,1,36,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis. ",9:32 AM - trap started spinning again
2022-02-05,9678,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-02-04 16:17,2022-02-05 12:02,,3.5,3.9,0,0,41,Terrestrial,Yes,,"No clicker

5:00 PM - Trap continued spinning when crew left atl 5PM"
2022-02-06,9679,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-05 12:02,2022-02-06 14:24,,0,3.9,0,1,50,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,"No clicker

Trap started spinning again at 11:50 AM"
2022-02-07,9680,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-02-06 14:24,2022-02-07 11:25,,3.9,4,0,0,68,Terrestrial,Yes,,No clicker
2022-02-08,9681,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-07 11:20,2022-02-08 11:13,,0,2.9,1,2,38,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis. ","Clicker was missing clicks (426 @ stop, 551 @ end)
Log stuck between pontoon and cone on arrival (stopped trap)"
2022-02-08,9682,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-07 11:25,2022-02-08 11:47,,0,3.6,0,3,59,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,"No clicker

Log stuck between pontoon and cone (stopped trap)"
2022-02-09,9683,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-08 11:13,2022-02-09 10:56,932,0,2.6,0,0,28,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.","Trap stopped on arrival, restarted at 9:40 AM."
2022-02-09,9684,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-02-08 11:47,2022-02-09 11:47,,3.9,4.1,0,1,47,Terrestrial,Yes,,No clicker
2022-02-10,9685,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-09 10:56,2022-02-10 12:22,3856,0,2.8,0,0,15,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"2/10 - Trap started spinning @ 11:10 AM

Cone raised @ 1:28 PM to clear debris on anchor line. Lowered again at 2:20 PM.

Crew stayed until 2:30 PM and made sure the trap continued to spin (counter @ 164 after leaving)
"
2022-02-10,9686,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-09 11:47,2022-02-10 12:42,,0,4.1,0,2,19,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,"No clicker

Cone raised @ 1:37 PM to clear debris on anchor line (@ 157 revolutions). Cone lowered @ 2:14 PM

2/10 - Trap started spinning @ 11:15 AM
Crew stayed until 2:30 PM with the trap continuing to spin."
2022-02-11,9687,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-02-10 12:22,2022-02-11 12:43,3777,2.7,2.9,0,0,13,Terrestrial,Yes,,
2022-02-12,9688,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-02-11 12:43,2022-02-12 10:36,3006,2.2,2.3,0,0,5,Terrestrial,Yes,,
2022-02-13,9689,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-02-12 10:36,2022-02-13 10:40,3384,2.6,2.3,0,1,27,Terrestrial,Yes,,
2022-02-11,9690,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-10 12:42,2022-02-11 13:47,,0,4.3,0,1,30,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,No clicker
2022-02-12,9691,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-02-11 13:47,2022-02-12 11:30,,4.3,4.2,0,0,15,Terrestrial,Yes,,No clicker
2022-02-13,9692,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-12 11:30,2022-02-13 10:30,,0,3.7,0,1,53,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,"Log stopped cone
Cone spinning again at 8:45 AM
No clicker"
2022-02-14,9693,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-13 10:40,2022-02-14 11:00,2789,0,2.2,0,0,15,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"Log in cone

Moved trap towards shore (river right) about 5 ft with flow change (1500 -> 900 cfs)"
2022-02-14,9694,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-13 10:30,2022-02-14 10:53,,0,3.2,0,1,5,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,"No clicker

Log in intake.
Moved trap towards shore (river right) about 5 ft with flow change (1500 -> 900 cfs)"
2022-02-15,9695,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-02-14 11:00,2022-02-15 10:38,3007,2.1,2.5,0,0,17,Terrestrial,Yes,,
2022-02-15,9696,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-14 10:53,2022-02-15 10:20,,0,3.2,0,0,14,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,"No clicker

Log stopped cone. Spinning again @ 9:20 AM"
2022-02-16,9697,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-15 10:38,2022-02-16 11:07,2930,0,1.9,1,0,32,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Log stuck between cone and pontoon
2022-02-16,9698,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-02-15 10:20,2022-02-16 10:43,,3.2,3.2,0,0,19,Terrestrial,Yes,,No clicker
2022-02-17,9699,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-16 11:07,2022-02-17 10:17,1644,0,2.7,3,0,8,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Log jam at entrance
2022-02-17,9700,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-02-16 10:43,2022-02-17 10:42,,3.1,3,0,0,7,Terrestrial,Yes,,New clicker installed. It will run on a continuous count ('New start counter reading')
2022-02-18,9701,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-02-17 10:17,2022-02-18 09:30,3226,2.4,2.4,0,0,14,Terrestrial,Yes,,
2022-02-18,9702,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-02-17 10:42,2022-02-18 09:25,4061,2.9,2.9,0,0,6,Terrestrial,Yes,,
2022-02-19,9703,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-02-18 09:30,2022-02-19 09:41,3399,2.4,2.5,0,0,12,Terrestrial,Yes,,
2022-02-20,9704,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-02-19 09:41,2022-02-20 10:30,3497,2.4,2.7,0,0,20,Terrestrial,Yes,,
2022-02-19,9705,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-02-18 09:25,2022-02-19 09:31,4554,2.7,2.8,0,0,6,Terrestrial,Yes,,
2022-02-20,9706,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2022-02-19 09:31,2022-02-20 10:10,3538,2.7,2.8,0,0,14,Terrestrial,Yes,,
2022-02-21,9707,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-02-20 10:30,2022-02-21 10:26,3523,2.3,2.8,0,2,39,Terrestrial,Yes,,
2022-02-22,9708,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-02-21 10:26,2022-02-22 10:29,3644,2.6,2.8,1,0,19,Terrestrial,Yes,,
2022-02-21,9709,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-20 10:10,2022-02-21 09:50,648,0,2.7,0,0,8,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Log stuck in front of cone
2022-02-22,9710,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-02-21 09:50,2022-02-22 10:17,4330,2.7,2.8,0,0,13,Terrestrial,Yes,,
2022-02-23,9711,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-02-22 10:29,2022-02-23 11:03,3721,2.4,2.8,0,0,20,Terrestrial,Yes,,
2022-02-23,9712,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-02-22 10:17,2022-02-23 11:05,4068,2.9,2.9,0,0,15,Terrestrial,Yes,,
2022-02-24,9713,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-02-23 11:03,2022-02-24 11:01,3676,2.4,2.5,0,0,18,Terrestrial,Yes,,
2022-02-24,9714,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-02-23 11:05,2022-02-24 10:45,3981,2.7,2.9,0,0,8,Terrestrial,Yes,,
2022-02-25,9715,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-24 11:01,2022-02-25 09:43,164,0,2.4,0,3,8,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Log jam in the intake
2022-02-25,9716,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-02-24 10:45,2022-02-25 09:54,2807,2.5,2.4,0,0,8,Terrestrial,Yes,,
2022-02-26,9717,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-25 09:43,2022-02-26 10:53,1976,0,2.5,0,1,18,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,
2022-02-26,9718,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-02-25 09:54,2022-02-26 10:18,4227,2.6,2.6,0,0,16,Terrestrial,Yes,,
2022-02-27,9719,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-26 10:53,2022-02-27 10:08,653,0,2.7,2,0,7,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,
2022-02-27,9720,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2022-02-26 10:18,2022-02-27 10:12,3706,2.3,2.5,0,0,6,Terrestrial,Yes,,
2022-02-28,9721,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-02-27 10:08,2022-02-28 10:22,3860,2.6,2.9,0,0,6,Terrestrial,Yes,,
2022-02-28,9722,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-02-27 10:12,2022-02-28 10:08,3695,2.5,2.8,0,0,4,Terrestrial,Yes,,
2022-03-01,9723,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2022-02-28 10:22,2022-03-01 10:23,2306,0,2.7,0,1,14,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,
2022-03-01,9724,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-02-28 10:08,2022-03-01 10:28,3889,2.7,2.9,0,0,11,Terrestrial,Yes,,
2022-03-02,9725,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-03-01 10:23,2022-03-02 12:23,2277,0,2.8,1,2,22,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,
2022-03-02,9726,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-03-01 10:28,2022-03-02 12:05,4036,2.5,2.6,0,0,19,Terrestrial,Yes,,
2022-03-03,9727,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-03-02 12:23,2022-03-03 11:24,3573,2.6,2.8,0,0,21,Terrestrial,Yes,,
2022-03-03,9728,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-03-02 12:05,2022-03-03 10:56,3260,2.3,2.6,0,0,8,Terrestrial,Yes,,
2022-03-04,9729,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-03-03 11:24,2022-03-04 10:52,3595,2.7,2.8,0,0,17,Terrestrial,Yes,,
2022-03-04,9730,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-03-03 10:56,2022-03-04 10:37,3550,2.5,2.6,0,0,11,Terrestrial,Yes,,
2022-03-05,9731,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-03-04 10:52,2022-03-05 12:15,3201,1.8,2.1,3,3,85,Terrestrial,Yes,,
2022-03-05,9732,ST004L1,Unplanned restart,Trap stopped functioning,No fish were caught,2022-03-04 10:37,2022-03-05 10:35,1062,0,2.2,3,1,22,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,
2022-03-06,9733,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2022-03-05 10:35,2022-03-06 10:22,,0,2.3,0,1,10,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,"Clicker was not hitting, the number of revolutions are not accurate"
2022-03-06,9734,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-03-05 12:15,2022-03-06 10:10,3132,2.2,2.6,0,0,11,Terrestrial,Yes,,
2022-03-07,9735,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-03-06 10:10,2022-03-07 10:16,3343,2.3,2.5,0,0,13,Terrestrial,Yes,,
2022-03-07,9736,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-03-06 10:22,2022-03-07 10:11,3268,2,2.1,0,0,9,Terrestrial,Yes,,
2022-03-08,9737,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-03-07 10:16,2022-03-08 12:01,2269,0,2.3,1,1,45,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,Log in intake stopped cone
2022-03-08,9738,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-03-07 10:11,2022-03-08 11:55,3451,2.5,2.5,1,0,42,Terrestrial,Yes,,
2022-03-09,9739,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-03-08 12:01,2022-03-09 10:08,255,0,2.5,1,0,10,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,
2022-03-09,9740,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-03-08 11:55,2022-03-09 10:41,3181,2.4,2.3,0,0,18,Terrestrial,Yes,,
2022-03-10,9741,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-03-09 10:41,2022-03-10 10:32,3173,2.1,2.2,0,0,13,Terrestrial,Yes,,
2022-03-10,9742,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-03-09 10:08,2022-03-10 10:58,3582,2.3,2.5,0,0,22,Terrestrial,Yes,,
2022-03-11,9743,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-03-10 10:58,2022-03-11 10:17,3047,2.1,2.2,0,0,20,Terrestrial,Yes,,
2022-03-11,9744,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-03-10 10:32,2022-03-11 10:05,2995,1.8,1.9,0,0,17,Terrestrial,Yes,,
2022-03-12,9745,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-03-11 10:17,2022-03-12 12:43,3236,2.1,2.2,0,0,16,Terrestrial,Yes,,
2022-03-12,9746,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-03-11 10:05,2022-03-12 12:46,2869,1.8,1.9,0,0,7,Terrestrial,Yes,,
2022-03-13,9747,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-03-12 12:43,2022-03-13 10:08,2558,2.1,2.1,0,0,7,Terrestrial,Yes,,
2022-03-14,9748,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-03-13 10:08,2022-03-14 10:31,3009,2.1,2.3,0,0,9,Terrestrial,Yes,,
2022-03-13,9749,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-03-12 12:46,2022-03-13 10:02,2084,1.5,1.9,0,1,7,Terrestrial,Yes,,
2022-03-14,9750,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-03-13 10:02,2022-03-14 10:41,2633,1.8,2,0,0,6,Terrestrial,Yes,,
2022-03-15,9751,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-03-14 10:31,2022-03-15 10:33,3055,2,2.1,0,0,12,Terrestrial,Yes,,
2022-03-15,9752,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-03-14 10:41,2022-03-15 10:38,2664,1.6,1.9,0,0,12,Terrestrial,Yes,,
2022-03-16,9753,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-03-15 10:38,2022-03-16 13:03,2591,1.4,1.6,0,0,10,Terrestrial,Yes,,
2022-03-16,9754,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-03-15 10:33,2022-03-16 13:00,2988,1.7,1.8,0,0,17,Terrestrial,Yes,,
2022-03-17,9755,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-03-16 13:00,2022-03-17 12:36,2498,1.6,1.7,0,0,12,Terrestrial,Yes,,
2022-03-17,9756,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-03-16 13:03,2022-03-17 12:24,2135,1.5,1.5,0,0,8,Terrestrial,Yes,,
2022-03-18,9757,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-03-17 12:36,2022-03-18 10:47,2300,1.7,1.8,0,0,10,Terrestrial,Yes,,
2022-03-19,9758,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-03-18 10:47,2022-03-19 10:09,2368,1.6,1.8,0,0,17,Terrestrial,Yes,,
2022-03-18,9759,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-03-17 12:24,2022-03-18 10:53,2270,1.7,1.7,0,0,7,Terrestrial,Yes,,
2022-03-19,9760,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-03-18 10:53,2022-03-19 10:26,2352,1.6,1.7,0,0,11,Terrestrial,Yes,,
2022-03-20,9761,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-03-19 10:09,2022-03-20 11:13,2528,1.5,1.6,1,0,35,Terrestrial,Yes,,
